Tarih;SKU;Ürün;Kategori;Adet;Birim Fiyat;Ciro;Maliyet;İskonto;İade;Kanal;Müşteri No
2026-03-12;ELK-001;Elektronik 1;Elektronik;1;2883,00;2849,85;2306,40;33,15;Hayır;Pazaryeri;MUS-0019
2026-03-12;AKS-001;Aksesuar 1;Aksesuar;1;316,00;309,87;142,20;6,13;Hayır;Pazaryeri;MUS-0140
2026-03-12;EVT-004;Ev Tekstili 4;Ev Tekstili;2;242,00;453,63;242,00;30,37;Hayır;Mağaza;MUS-0210
2026-03-12;AKS-005;Aksesuar 5;Aksesuar;1;102,00;99,89;45,90;2,11;Hayır;Mağaza;MUS-0276
2026-03-12;AKS-004;Aksesuar 4;Aksesuar;1;216,00;214,74;97,20;1,26;Hayır;Pazaryeri;MUS-0054
2026-03-12;AYK-003;Ayakkabı 3;Ayakkabı;2;944,00;1765,91;1132,80;122,09;Hayır;Pazaryeri;MUS-0216
2026-03-13;GIY-001;Giyim Ürünü 1;Giyim;2;415,00;779,22;456,50;50,78;Hayır;Web;MUS-0092
2026-03-13;AYK-001;Ayakkabı 1;Ayakkabı;1;1393,00;1344,31;835,80;48,69;Hayır;Web;MUS-0275
2026-03-13;AYK-001;Ayakkabı 1;Ayakkabı;1;1183,00;1181,12;709,80;1,88;Hayır;Web;MUS-0070
2026-03-13;GIY-002;Giyim Ürünü 2;Giyim;1;276,00;256,35;151,80;19,65;Hayır;Web;MUS-0327
2026-03-13;AYK-003;Ayakkabı 3;Ayakkabı;2;656,00;1242,05;787,20;69,95;Hayır;Web;MUS-0009
2026-03-13;AKS-001;Aksesuar 1;Aksesuar;3;159,00;462,35;214,65;14,65;Hayır;Web;MUS-0279
2026-03-13;GIY-004;Giyim Ürünü 4;Giyim;1;699,00;648,75;384,45;50,25;Hayır;Pazaryeri;MUS-0281
2026-03-13;AYK-003;Ayakkabı 3;Ayakkabı;1;1034,00;1001,32;620,40;32,68;Hayır;Pazaryeri;MUS-0328
2026-03-13;ELK-005;Elektronik 5;Elektronik;3;5087,00;14358,10;12208,80;902,90;Hayır;Web;MUS-0218
2026-03-13;AKS-002;Aksesuar 2;Aksesuar;2;257,00;485,77;231,30;28,23;Hayır;Pazaryeri;MUS-0282
2026-03-13;GIY-003;Giyim Ürünü 3;Giyim;1;360,00;357,46;198,00;2,54;Hayır;Pazaryeri;MUS-0049
2026-03-13;GIY-001;Giyim Ürünü 1;Giyim;3;420,00;1180,99;693,00;79,01;Hayır;Web;MUS-0273
2026-03-13;AKS-004;Aksesuar 4;Aksesuar;1;291,00;278,45;130,95;12,55;Hayır;Mağaza;MUS-0271
2026-03-13;EVT-003;Ev Tekstili 3;Ev Tekstili;1;164,00;154,84;82,00;9,16;Hayır;Pazaryeri;MUS-0015
2026-03-13;GIY-001;Giyim Ürünü 1;Giyim;2;485,00;927,14;533,50;42,86;Hayır;Web;MUS-0258
2026-03-13;ELK-002;Elektronik 2;Elektronik;1;5117,00;4714,10;4093,60;402,90;Hayır;Pazaryeri;MUS-0201
2026-03-13;AYK-001;Ayakkabı 1;Ayakkabı;1;592,00;554,12;355,20;37,88;Hayır;Mağaza;MUS-0017
2026-03-13;EVT-004;Ev Tekstili 4;Ev Tekstili;2;281,00;545,22;281,00;16,78;Hayır;Web;MUS-0221
2026-03-13;AKS-001;Aksesuar 1;Aksesuar;1;171,00;160,58;76,95;10,42;Hayır;Web;MUS-0144
2026-03-13;EVT-004;Ev Tekstili 4;Ev Tekstili;3;335,00;944,33;502,50;60,67;Hayır;Mağaza;MUS-0267
2026-03-13;AYK-002;Ayakkabı 2;Ayakkabı;2;812,00;1512,47;974,40;111,53;Hayır;Web;MUS-0276
2026-03-13;AKS-004;Aksesuar 4;Aksesuar;1;296,00;285,24;133,20;10,76;Hayır;Mağaza;MUS-0118
2026-03-13;EVT-004;Ev Tekstili 4;Ev Tekstili;3;193,00;569,58;289,50;9,42;Hayır;Web;MUS-0234
2026-03-14;GIY-003;Giyim Ürünü 3;Giyim;2;382,00;725,26;420,20;38,74;Hayır;Mağaza;MUS-0033
2026-03-14;AKS-003;Aksesuar 3;Aksesuar;2;273,00;529,68;245,70;16,32;Hayır;Pazaryeri;MUS-0040
2026-03-14;EVT-001;Ev Tekstili 1;Ev Tekstili;1;540,00;527,28;270,00;12,72;Hayır;Web;MUS-0184
2026-03-14;GIY-004;Giyim Ürünü 4;Giyim;2;564,00;1085,80;620,40;42,20;Hayır;Pazaryeri;MUS-0186
2026-03-14;GIY-002;Giyim Ürünü 2;Giyim;3;217,00;608,81;358,05;42,19;Hayır;Web;MUS-0031
2026-03-14;AKS-005;Aksesuar 5;Aksesuar;1;93,00;91,48;41,85;1,52;Hayır;Mağaza;MUS-0012
2026-03-14;AYK-002;Ayakkabı 2;Ayakkabı;2;1105,00;2122,31;1326,00;87,69;Hayır;Web;MUS-0110
2026-03-14;GIY-002;Giyim Ürünü 2;Giyim;2;523,00;968,18;575,30;77,82;Hayır;Mağaza;MUS-0108
2026-03-14;EVT-001;Ev Tekstili 1;Ev Tekstili;3;227,00;638,18;340,50;42,82;Hayır;Mağaza;MUS-0280
2026-03-14;EVT-001;Ev Tekstili 1;Ev Tekstili;1;717,00;665,44;358,50;51,56;Hayır;Pazaryeri;MUS-0123
2026-03-14;GIY-002;Giyim Ürünü 2;Giyim;3;514,00;1512,26;848,10;29,74;Hayır;Web;MUS-0347
2026-03-14;AYK-003;Ayakkabı 3;Ayakkabı;1;1367,00;1286,21;820,20;80,79;Hayır;Pazaryeri;MUS-0285
2026-03-14;GIY-005;Giyim Ürünü 5;Giyim;3;175,00;500,03;288,75;24,97;Hayır;Pazaryeri;MUS-0182
2026-03-14;AKS-004;Aksesuar 4;Aksesuar;2;219,00;422,11;197,10;15,89;Hayır;Web;MUS-0256
2026-03-14;AKS-005;Aksesuar 5;Aksesuar;3;136,00;401,89;183,60;6,11;Hayır;Mağaza;MUS-0184
2026-03-14;AYK-003;Ayakkabı 3;Ayakkabı;3;521,00;1487,81;937,80;75,19;Hayır;Web;MUS-0163
2026-03-14;AKS-004;Aksesuar 4;Aksesuar;2;323,00;620,90;290,70;25,10;Hayır;Mağaza;MUS-0215
2026-03-14;GIY-003;Giyim Ürünü 3;Giyim;2;380,00;755,51;418,00;4,49;Hayır;Pazaryeri;MUS-0099
2026-03-14;AYK-005;Ayakkabı 5;Ayakkabı;3;370,00;1029,89;666,00;80,11;Hayır;Mağaza;MUS-0131
2026-03-14;EVT-004;Ev Tekstili 4;Ev Tekstili;2;536,00;1032,48;536,00;39,52;Hayır;Pazaryeri;MUS-0335
2026-03-14;AYK-003;Ayakkabı 3;Ayakkabı;1;1193,00;1118,94;715,80;74,06;Hayır;Mağaza;MUS-0105
2026-03-14;AYK-003;Ayakkabı 3;Ayakkabı;1;912,00;898,69;547,20;13,31;Hayır;Web;MUS-0342
2026-03-14;GIY-005;Giyim Ürünü 5;Giyim;1;515,00;492,95;283,25;22,05;Hayır;Web;MUS-0164
2026-03-15;GIY-002;Giyim Ürünü 2;Giyim;2;303,00;562,07;333,30;43,93;Hayır;Web;MUS-0175
2026-03-15;AKS-001;Aksesuar 1;Aksesuar;2;184,00;344,22;165,60;23,78;Hayır;Web;MUS-0026
2026-03-15;EVT-004;Ev Tekstili 4;Ev Tekstili;2;561,00;1045,43;561,00;76,57;Hayır;Web;MUS-0308
2026-03-15;AYK-004;Ayakkabı 4;Ayakkabı;2;599,00;1123,10;718,80;74,90;Hayır;Pazaryeri;MUS-0151
2026-03-15;AKS-005;Aksesuar 5;Aksesuar;2;278,00;535,74;250,20;20,26;Hayır;Mağaza;MUS-0106
2026-03-15;ELK-003;Elektronik 3;Elektronik;1;5769,00;5502,38;4615,20;266,62;Hayır;Pazaryeri;MUS-0216
2026-03-15;GIY-001;Giyim Ürünü 1;Giyim;3;311,00;923,72;513,15;9,28;Hayır;Pazaryeri;MUS-0175
2026-03-15;AKS-005;Aksesuar 5;Aksesuar;2;171,00;337,84;153,90;4,16;Hayır;Pazaryeri;MUS-0144
2026-03-15;GIY-003;Giyim Ürünü 3;Giyim;3;405,00;1198,62;668,25;16,38;Hayır;Pazaryeri;MUS-0067
2026-03-15;EVT-002;Ev Tekstili 2;Ev Tekstili;2;753,00;1400,77;753,00;105,23;Hayır;Web;MUS-0344
2026-03-15;EVT-005;Ev Tekstili 5;Ev Tekstili;1;156,00;151,14;78,00;4,86;Hayır;Pazaryeri;MUS-0001
2026-03-15;EVT-002;Ev Tekstili 2;Ev Tekstili;1;646,00;614,80;323,00;31,20;Hayır;Pazaryeri;MUS-0331
2026-03-15;EVT-001;Ev Tekstili 1;Ev Tekstili;3;350,00;1023,41;525,00;26,59;Hayır;Mağaza;MUS-0052
2026-03-15;AKS-004;Aksesuar 4;Aksesuar;1;116,00;114,70;52,20;1,30;Hayır;Pazaryeri;MUS-0018
2026-03-15;AKS-004;Aksesuar 4;Aksesuar;1;172,00;165,56;77,40;6,44;Hayır;Web;MUS-0133
2026-03-15;AYK-003;Ayakkabı 3;Ayakkabı;3;813,00;2272,45;1463,40;166,55;Hayır;Pazaryeri;MUS-0271
2026-03-15;EVT-004;Ev Tekstili 4;Ev Tekstili;1;144,00;134,13;72,00;9,87;Hayır;Mağaza;MUS-0086
2026-03-15;GIY-003;Giyim Ürünü 3;Giyim;3;591,00;1689,60;975,15;83,40;Hayır;Mağaza;MUS-0282
2026-03-15;AYK-003;Ayakkabı 3;Ayakkabı;2;1375,00;2587,81;1650,00;162,19;Hayır;Mağaza;MUS-0232
2026-03-15;AYK-003;Ayakkabı 3;Ayakkabı;3;1263,00;3690,12;2273,40;98,88;Hayır;Pazaryeri;MUS-0151
2026-03-15;AYK-003;Ayakkabı 3;Ayakkabı;3;609,00;1716,98;1096,20;110,02;Hayır;Web;MUS-0328
2026-03-15;GIY-001;Giyim Ürünü 1;Giyim;3;321,00;924,29;529,65;38,71;Hayır;Web;MUS-0247
2026-03-15;GIY-005;Giyim Ürünü 5;Giyim;3;586,00;1670,94;966,90;87,06;Hayır;Pazaryeri;MUS-0011
2026-03-15;AKS-003;Aksesuar 3;Aksesuar;1;264,00;246,80;118,80;17,20;Hayır;Pazaryeri;MUS-0176
2026-03-16;AKS-005;Aksesuar 5;Aksesuar;3;294,00;846,23;396,90;35,77;Hayır;Pazaryeri;MUS-0223
2026-03-16;AYK-005;Ayakkabı 5;Ayakkabı;1;886,00;842,88;531,60;43,12;Hayır;Mağaza;MUS-0118
2026-03-16;ELK-001;Elektronik 1;Elektronik;1;4012,00;3939,60;3209,60;72,40;Hayır;Pazaryeri;MUS-0300
2026-03-16;ELK-005;Elektronik 5;Elektronik;3;2923,00;8746,27;7015,20;22,73;Hayır;Web;MUS-0281
2026-03-16;GIY-001;Giyim Ürünü 1;Giyim;3;338,00;1006,50;557,70;7,50;Hayır;Web;MUS-0034
2026-03-16;GIY-003;Giyim Ürünü 3;Giyim;3;283,00;821,11;466,95;27,89;Hayır;Web;MUS-0234
2026-03-16;AYK-005;Ayakkabı 5;Ayakkabı;3;871,00;2485,43;1567,80;127,57;Hayır;Pazaryeri;MUS-0160
2026-03-16;GIY-003;Giyim Ürünü 3;Giyim;1;194,00;185,04;106,70;8,96;Hayır;Pazaryeri;MUS-0070
2026-03-16;AYK-002;Ayakkabı 2;Ayakkabı;2;871,00;1659,77;1045,20;82,23;Hayır;Pazaryeri;MUS-0299
2026-03-16;AYK-005;Ayakkabı 5;Ayakkabı;3;628,00;1795,37;1130,40;88,63;Hayır;Mağaza;MUS-0124
2026-03-16;AYK-003;Ayakkabı 3;Ayakkabı;1;360,00;357,76;216,00;2,24;Hayır;Web;MUS-0017
2026-03-16;AKS-003;Aksesuar 3;Aksesuar;2;91,00;169,87;81,90;12,13;Hayır;Pazaryeri;MUS-0151
2026-03-16;GIY-001;Giyim Ürünü 1;Giyim;2;372,00;729,74;409,20;14,26;Hayır;Pazaryeri;MUS-0348
2026-03-16;AKS-005;Aksesuar 5;Aksesuar;3;208,00;597,30;280,80;26,70;Hayır;Web;MUS-0193
2026-03-16;EVT-002;Ev Tekstili 2;Ev Tekstili;2;131,00;255,96;131,00;6,04;Hayır;Mağaza;MUS-0306
2026-03-16;AKS-003;Aksesuar 3;Aksesuar;3;54,00;155,66;72,90;6,34;Hayır;Pazaryeri;MUS-0343
2026-03-16;EVT-005;Ev Tekstili 5;Ev Tekstili;2;533,00;1064,02;533,00;1,98;Hayır;Mağaza;MUS-0043
2026-03-16;GIY-004;Giyim Ürünü 4;Giyim;1;655,00;623,46;360,25;31,54;Hayır;Pazaryeri;MUS-0136
2026-03-17;GIY-001;Giyim Ürünü 1;Giyim;3;475,00;1376,75;783,75;48,25;Hayır;Web;MUS-0090
2026-03-17;GIY-003;Giyim Ürünü 3;Giyim;2;611,00;1166,90;672,10;55,10;Hayır;Pazaryeri;MUS-0208
2026-03-17;GIY-004;Giyim Ürünü 4;Giyim;1;602,00;596,22;331,10;5,78;Hayır;Mağaza;MUS-0002
2026-03-17;GIY-005;Giyim Ürünü 5;Giyim;2;561,00;1100,72;617,10;21,28;Hayır;Mağaza;MUS-0252
2026-03-17;GIY-003;Giyim Ürünü 3;Giyim;1;491,00;487,68;270,05;3,32;Hayır;Web;MUS-0302
2026-03-17;ELK-002;Elektronik 2;Elektronik;1;4109,00;3924,72;3287,20;184,28;Hayır;Mağaza;MUS-0289
2026-03-17;AYK-004;Ayakkabı 4;Ayakkabı;1;1111,00;1108,18;666,60;2,82;Hayır;Pazaryeri;MUS-0056
2026-03-17;GIY-004;Giyim Ürünü 4;Giyim;1;642,00;628,87;353,10;13,13;Hayır;Pazaryeri;MUS-0309
2026-03-17;AKS-004;Aksesuar 4;Aksesuar;1;232,00;215,93;104,40;16,07;Hayır;Mağaza;MUS-0043
2026-03-17;AYK-002;Ayakkabı 2;Ayakkabı;3;969,00;2692,94;1744,20;214,06;Hayır;Pazaryeri;MUS-0315
2026-03-17;GIY-005;Giyim Ürünü 5;Giyim;3;643,00;1923,62;1060,95;5,38;Hayır;Pazaryeri;MUS-0316
2026-03-17;EVT-003;Ev Tekstili 3;Ev Tekstili;3;766,00;2148,32;1149,00;149,68;Hayır;Web;MUS-0095
2026-03-17;AKS-005;Aksesuar 5;Aksesuar;2;267,00;517,62;240,30;16,38;Hayır;Mağaza;MUS-0139
2026-03-17;EVT-004;Ev Tekstili 4;Ev Tekstili;2;149,00;293,48;149,00;4,52;Hayır;Mağaza;MUS-0075
2026-03-17;GIY-001;Giyim Ürünü 1;Giyim;2;257,00;483,47;282,70;30,53;Hayır;Pazaryeri;MUS-0202
2026-03-17;AKS-004;Aksesuar 4;Aksesuar;3;269,00;762,15;363,15;44,85;Hayır;Web;MUS-0236
2026-03-17;EVT-002;Ev Tekstili 2;Ev Tekstili;1;455,00;418,90;227,50;36,10;Hayır;Mağaza;MUS-0043
2026-03-17;AKS-002;Aksesuar 2;Aksesuar;2;245,00;450,90;220,50;39,10;Hayır;Web;MUS-0232
2026-03-17;AKS-003;Aksesuar 3;Aksesuar;2;296,00;581,48;266,40;10,52;Hayır;Mağaza;MUS-0136
2026-03-17;AKS-004;Aksesuar 4;Aksesuar;1;95,00;92,31;42,75;2,69;Hayır;Mağaza;MUS-0161
2026-03-17;AKS-005;Aksesuar 5;Aksesuar;1;215,00;200,72;96,75;14,28;Hayır;Mağaza;MUS-0205
2026-03-17;GIY-005;Giyim Ürünü 5;Giyim;1;568,00;554,44;312,40;13,56;Hayır;Mağaza;MUS-0260
2026-03-17;AKS-001;Aksesuar 1;Aksesuar;1;83,00;78,21;37,35;4,79;Hayır;Mağaza;MUS-0264
2026-03-18;AKS-004;Aksesuar 4;Aksesuar;1;185,00;184,74;83,25;0,26;Hayır;Pazaryeri;MUS-0101
2026-03-18;EVT-001;Ev Tekstili 1;Ev Tekstili;3;466,00;1384,60;699,00;13,40;Hayır;Mağaza;MUS-0025
2026-03-18;ELK-004;Elektronik 4;Elektronik;1;1824,00;1690,27;1459,20;133,73;Hayır;Mağaza;MUS-0051
2026-03-18;EVT-002;Ev Tekstili 2;Ev Tekstili;3;161,00;474,06;241,50;8,94;Hayır;Web;MUS-0099
2026-03-18;AKS-002;Aksesuar 2;Aksesuar;3;158,00;453,64;213,30;20,36;Hayır;Web;MUS-0307
2026-03-18;AYK-005;Ayakkabı 5;Ayakkabı;3;443,00;1246,07;797,40;82,93;Hayır;Mağaza;MUS-0194
2026-03-18;AKS-003;Aksesuar 3;Aksesuar;1;51,00;48,72;22,95;2,28;Hayır;Web;MUS-0124
2026-03-18;AYK-001;Ayakkabı 1;Ayakkabı;1;491,00;476,13;294,60;14,87;Hayır;Mağaza;MUS-0194
2026-03-18;AKS-002;Aksesuar 2;Aksesuar;1;332,00;325,13;149,40;6,87;Hayır;Web;MUS-0031
2026-03-18;EVT-001;Ev Tekstili 1;Ev Tekstili;2;882,00;1647,23;882,00;116,77;Hayır;Web;MUS-0213
2026-03-18;ELK-005;Elektronik 5;Elektronik;3;2551,00;7420,43;6122,40;232,57;Hayır;Pazaryeri;MUS-0328
2026-03-18;AYK-003;Ayakkabı 3;Ayakkabı;1;1015,00;989,93;609,00;25,07;Hayır;Pazaryeri;MUS-0299
2026-03-18;ELK-002;Elektronik 2;Elektronik;1;3320,00;3126,90;2656,00;193,10;Hayır;Pazaryeri;MUS-0266
2026-03-18;ELK-002;Elektronik 2;Elektronik;2;3654,00;6928,00;5846,40;380,00;Hayır;Mağaza;MUS-0249
2026-03-18;AKS-002;Aksesuar 2;Aksesuar;2;338,00;655,24;304,20;20,76;Hayır;Pazaryeri;MUS-0138
2026-03-18;EVT-005;Ev Tekstili 5;Ev Tekstili;1;336,00;312,44;168,00;23,56;Hayır;Mağaza;MUS-0340
2026-03-18;AKS-004;Aksesuar 4;Aksesuar;2;125,00;232,54;112,50;17,46;Hayır;Mağaza;MUS-0159
2026-03-18;AKS-003;Aksesuar 3;Aksesuar;1;211,00;199,16;94,95;11,84;Hayır;Web;MUS-0322
2026-03-18;AKS-003;Aksesuar 3;Aksesuar;3;317,00;877,89;427,95;73,11;Hayır;Pazaryeri;MUS-0165
2026-03-18;GIY-001;Giyim Ürünü 1;Giyim;3;400,00;1122,71;660,00;77,29;Hayır;Web;MUS-0111
2026-03-18;ELK-002;Elektronik 2;Elektronik;2;2452,00;4687,89;3923,20;216,11;Hayır;Mağaza;MUS-0035
2026-03-18;AKS-003;Aksesuar 3;Aksesuar;2;222,00;419,25;199,80;24,75;Hayır;Mağaza;MUS-0321
2026-03-18;GIY-005;Giyim Ürünü 5;Giyim;1;256,00;246,40;140,80;9,60;Hayır;Pazaryeri;MUS-0334
2026-03-18;AKS-005;Aksesuar 5;Aksesuar;1;265,00;258,39;119,25;6,61;Hayır;Pazaryeri;MUS-0174
2026-03-18;ELK-004;Elektronik 4;Elektronik;2;5962,00;11587,79;9539,20;336,21;Hayır;Web;MUS-0132
2026-03-19;AYK-004;Ayakkabı 4;Ayakkabı;2;355,00;694,95;426,00;15,05;Hayır;Mağaza;MUS-0274
2026-03-19;AKS-004;Aksesuar 4;Aksesuar;2;163,00;318,38;146,70;7,62;Hayır;Web;MUS-0257
2026-03-19;GIY-005;Giyim Ürünü 5;Giyim;3;375,00;1101,14;618,75;23,86;Hayır;Web;MUS-0079
2026-03-19;AYK-002;Ayakkabı 2;Ayakkabı;3;1231,00;3490,00;2215,80;203,00;Hayır;Pazaryeri;MUS-0236
2026-03-19;AKS-001;Aksesuar 1;Aksesuar;2;177,00;345,35;159,30;8,65;Hayır;Mağaza;MUS-0257
2026-03-19;AKS-003;Aksesuar 3;Aksesuar;2;70,00;133,35;63,00;6,65;Hayır;Mağaza;MUS-0085
2026-03-19;AKS-005;Aksesuar 5;Aksesuar;1;87,00;83,95;39,15;3,05;Hayır;Web;MUS-0113
2026-03-19;AYK-002;Ayakkabı 2;Ayakkabı;2;394,00;731,95;472,80;56,05;Hayır;Mağaza;MUS-0284
2026-03-19;ELK-004;Elektronik 4;Elektronik;2;5411,00;10127,33;8657,60;694,67;Hayır;Pazaryeri;MUS-0188
2026-03-19;GIY-005;Giyim Ürünü 5;Giyim;1;153,00;141,86;84,15;11,14;Hayır;Web;MUS-0237
2026-03-19;GIY-003;Giyim Ürünü 3;Giyim;1;236,00;220,31;129,80;15,69;Hayır;Mağaza;MUS-0123
2026-03-19;AYK-001;Ayakkabı 1;Ayakkabı;2;964,00;1829,67;1156,80;98,33;Hayır;Web;MUS-0256
2026-03-19;EVT-002;Ev Tekstili 2;Ev Tekstili;3;653,00;1896,95;979,50;62,05;Hayır;Pazaryeri;MUS-0316
2026-03-19;GIY-003;Giyim Ürünü 3;Giyim;3;176,00;495,77;290,40;32,23;Hayır;Pazaryeri;MUS-0337
2026-03-19;AKS-005;Aksesuar 5;Aksesuar;3;312,00;920,21;421,20;15,79;Hayır;Web;MUS-0183
2026-03-19;GIY-003;Giyim Ürünü 3;Giyim;1;527,00;509,73;289,85;17,27;Hayır;Pazaryeri;MUS-0319
2026-03-19;AYK-005;Ayakkabı 5;Ayakkabı;1;1225,00;1159,06;735,00;65,94;Hayır;Mağaza;MUS-0148
2026-03-19;EVT-004;Ev Tekstili 4;Ev Tekstili;3;394,00;1145,14;591,00;36,86;Hayır;Web;MUS-0164
2026-03-20;GIY-002;Giyim Ürünü 2;Giyim;3;322,00;939,26;531,30;26,74;Hayır;Pazaryeri;MUS-0007
2026-03-20;GIY-005;Giyim Ürünü 5;Giyim;1;553,00;524,39;304,15;28,61;Hayır;Pazaryeri;MUS-0162
2026-03-20;GIY-005;Giyim Ürünü 5;Giyim;1;686,00;675,44;377,30;10,56;Hayır;Pazaryeri;MUS-0070
2026-03-20;AKS-003;Aksesuar 3;Aksesuar;3;296,00;834,64;399,60;53,36;Hayır;Web;MUS-0198
2026-03-20;GIY-004;Giyim Ürünü 4;Giyim;3;662,00;1934,97;1092,30;51,03;Hayır;Pazaryeri;MUS-0347
2026-03-20;AKS-004;Aksesuar 4;Aksesuar;3;143,00;396,49;193,05;32,51;Hayır;Web;MUS-0153
2026-03-20;ELK-005;Elektronik 5;Elektronik;3;1931,00;5752,40;4634,40;40,60;Hayır;Pazaryeri;MUS-0097
2026-03-20;GIY-002;Giyim Ürünü 2;Giyim;1;153,00;145,11;84,15;7,89;Hayır;Web;MUS-0142
2026-03-20;AKS-005;Aksesuar 5;Aksesuar;1;263,00;242,22;118,35;20,78;Hayır;Mağaza;MUS-0174
2026-03-20;ELK-005;Elektronik 5;Elektronik;2;2548,00;4877,57;4076,80;218,43;Hayır;Pazaryeri;MUS-0040
2026-03-20;AKS-002;Aksesuar 2;Aksesuar;3;91,00;267,63;122,85;5,37;Hayır;Mağaza;MUS-0289
2026-03-20;ELK-004;Elektronik 4;Elektronik;1;5663,00;5223,51;4530,40;439,49;Hayır;Mağaza;MUS-0250
2026-03-20;AYK-005;Ayakkabı 5;Ayakkabı;3;672,00;1964,63;1209,60;51,37;Hayır;Mağaza;MUS-0204
2026-03-20;AKS-002;Aksesuar 2;Aksesuar;3;255,00;710,48;344,25;54,52;Hayır;Mağaza;MUS-0299
2026-03-20;AYK-003;Ayakkabı 3;Ayakkabı;3;1304,00;3834,54;2347,20;77,46;Hayır;Web;MUS-0240
2026-03-20;ELK-003;Elektronik 3;Elektronik;1;5189,00;5185,70;4151,20;3,30;Hayır;Mağaza;MUS-0208
2026-03-20;GIY-002;Giyim Ürünü 2;Giyim;3;416,00;1190,98;686,40;57,02;Hayır;Web;MUS-0239
2026-03-20;GIY-001;Giyim Ürünü 1;Giyim;2;303,00;603,04;333,30;2,96;Hayır;Mağaza;MUS-0004
2026-03-20;AKS-003;Aksesuar 3;Aksesuar;3;202,00;589,91;272,70;16,09;Hayır;Web;MUS-0006
2026-03-20;EVT-001;Ev Tekstili 1;Ev Tekstili;2;534,00;1018,08;534,00;49,92;Hayır;Mağaza;MUS-0288
2026-03-20;AKS-002;Aksesuar 2;Aksesuar;1;265,00;249,59;119,25;15,41;Hayır;Web;MUS-0167
2026-03-20;EVT-001;Ev Tekstili 1;Ev Tekstili;2;222,00;427,70;222,00;16,30;Hayır;Pazaryeri;MUS-0038
2026-03-20;AYK-003;Ayakkabı 3;Ayakkabı;1;387,00;360,12;232,20;26,88;Hayır;Pazaryeri;MUS-0231
2026-03-21;EVT-002;Ev Tekstili 2;Ev Tekstili;1;687,00;653,56;343,50;33,44;Hayır;Pazaryeri;MUS-0316
2026-03-21;AKS-003;Aksesuar 3;Aksesuar;2;185,00;354,43;166,50;15,57;Hayır;Mağaza;MUS-0308
2026-03-21;AKS-004;Aksesuar 4;Aksesuar;3;128,00;371,37;172,80;12,63;Hayır;Web;MUS-0046
2026-03-21;AYK-001;Ayakkabı 1;Ayakkabı;1;1199,00;1140,99;719,40;58,01;Hayır;Mağaza;MUS-0196
2026-03-21;AYK-001;Ayakkabı 1;Ayakkabı;3;1259,00;3521,66;2266,20;255,34;Hayır;Mağaza;MUS-0049
2026-03-21;AYK-001;Ayakkabı 1;Ayakkabı;3;1111,00;3273,77;1999,80;59,23;Hayır;Pazaryeri;MUS-0045
2026-03-21;AKS-002;Aksesuar 2;Aksesuar;1;318,00;313,41;143,10;4,59;Hayır;Mağaza;MUS-0013
2026-03-21;GIY-005;Giyim Ürünü 5;Giyim;2;699,00;1339,32;768,90;58,68;Hayır;Mağaza;MUS-0264
2026-03-21;EVT-005;Ev Tekstili 5;Ev Tekstili;3;625,00;1732,08;937,50;142,92;Hayır;Pazaryeri;MUS-0324
2026-03-21;AYK-004;Ayakkabı 4;Ayakkabı;3;441,00;1322,72;793,80;0,28;Hayır;Web;MUS-0232
2026-03-21;AYK-002;Ayakkabı 2;Ayakkabı;2;547,00;1035,20;656,40;58,80;Hayır;Mağaza;MUS-0043
2026-03-21;EVT-002;Ev Tekstili 2;Ev Tekstili;2;428,00;848,56;428,00;7,44;Hayır;Pazaryeri;MUS-0203
2026-03-21;GIY-005;Giyim Ürünü 5;Giyim;2;200,00;386,08;220,00;13,92;Hayır;Web;MUS-0254
2026-03-21;AKS-001;Aksesuar 1;Aksesuar;2;200,00;374,84;180,00;25,16;Hayır;Web;MUS-0111
2026-03-21;AKS-002;Aksesuar 2;Aksesuar;3;336,00;995,18;453,60;12,82;Hayır;Web;MUS-0145
2026-03-21;AKS-005;Aksesuar 5;Aksesuar;2;237,00;468,42;213,30;5,58;Hayır;Pazaryeri;MUS-0021
2026-03-21;GIY-002;Giyim Ürünü 2;Giyim;3;296,00;843,63;488,40;44,37;Hayır;Pazaryeri;MUS-0319
2026-03-21;GIY-001;Giyim Ürünü 1;Giyim;1;540,00;517,52;297,00;22,48;Hayır;Web;MUS-0310
2026-03-21;AKS-003;Aksesuar 3;Aksesuar;1;267,00;255,61;120,15;11,39;Hayır;Web;MUS-0247
2026-03-22;AKS-001;Aksesuar 1;Aksesuar;2;227,00;441,34;204,30;12,66;Hayır;Mağaza;MUS-0203
2026-03-22;ELK-001;Elektronik 1;Elektronik;2;1025,00;1915,07;1640,00;134,93;Hayır;Web;MUS-0220
2026-03-22;AKS-001;Aksesuar 1;Aksesuar;1;145,00;137,66;65,25;7,34;Hayır;Web;MUS-0224
2026-03-22;AKS-004;Aksesuar 4;Aksesuar;1;166,00;155,63;74,70;10,37;Hayır;Web;MUS-0185
2026-03-22;AKS-001;Aksesuar 1;Aksesuar;2;243,00;461,29;218,70;24,71;Hayır;Mağaza;MUS-0075
2026-03-22;AYK-004;Ayakkabı 4;Ayakkabı;3;605,00;1713,72;1089,00;101,28;Hayır;Mağaza;MUS-0343
2026-03-22;GIY-004;Giyim Ürünü 4;Giyim;3;209,00;623,45;344,85;3,55;Hayır;Pazaryeri;MUS-0294
